"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        3295,      -6.759136856,      -4.421456676,      -5.176804538,      -1.313738436,      -8.928713431
          0,           0,        3296,      -6.759115698,      -4.421736428,      -5.177194054,      -1.313750714,      -8.929545677
          0,           0,        3297,      -6.759378177,      -4.422000984,      -5.177519854,       -1.31375189,      -8.930377955
          0,           0,        3298,      -6.759356736,      -4.422276184,      -5.177949558,       -1.31376465,      -8.931210259
          0,           0,        3299,      -6.759618475,      -4.422536134,      -5.178317166,      -1.313766313,      -8.932042594
          0,           0,        3300,      -6.759596752,      -4.422806775,      -5.178790032,      -1.313779554,      -8.932874955
          0,           0,        3301,      -6.759857704,      -4.423062098,      -5.179202068,      -1.313781697,      -8.933707347
          0,           0,        3302,      -6.759835562,      -4.423328118,      -5.179720397,        -1.3137954,      -8.934539767
          0,           0,        3303,      -6.760095582,      -4.423578748,      -5.180178774,      -1.313798003,      -8.935372218
          0,           0,        3304,      -6.760072915,      -4.423840104,      -5.180744135,      -1.313812144,      -8.936204697
          0,           0,        3305,      -6.760331937,      -4.424086026,      -5.181250021,      -1.313815186,      -8.937037208
          0,           0,        3306,       -6.76030869,      -4.424342718,      -5.181863282,      -1.313829742,      -8.937869748
          0,           0,        3307,      -6.760566647,      -4.424583937,      -5.182417171,      -1.313833196,      -8.938702321
          0,           0,        3308,      -6.760542738,       -4.42483597,      -5.183078408,      -1.313848135,      -8.939534923
          0,           0,        3309,      -6.760799546,      -4.425072495,      -5.183679918,       -1.31385197,      -8.940367561
          0,           0,        3310,      -6.760774889,      -4.425319888,      -5.184388505,      -1.313867254,      -8.941200229
          0,           0,        3311,      -6.761030467,      -4.425551754,      -5.185036683,      -1.313871432,      -8.942032934
          0,           0,        3312,      -6.761004986,      -4.425794554,      -5.185791347,      -1.313887019,      -8.942865672
          0,           0,        3313,      -6.761259259,      -4.426021823,      -5.186484541,      -1.313891498,      -8.943698448
          0,           0,        3314,       -6.76123288,      -4.426260103,      -5.187283344,      -1.313907342,      -8.944531259
          0,           0,        3315,      -6.761485777,      -4.426482863,      -5.188019263,      -1.313912074,       -8.94536411
          0,           0,        3316,      -6.761458427,      -4.426716728,      -5.188859642,      -1.313928124,      -8.946196997
          0,           0,        3317,      -6.761709881,        -4.4269351,      -5.189635422,      -1.313933059,      -8.947029927
          0,           0,        3318,      -6.761681495,      -4.427164683,      -5.190514287,      -1.313949259,      -8.947862896
          0,           0,        3319,      -6.761931442,      -4.427378818,      -5.191326559,      -1.313954341,      -8.948695909
          0,           0,        3320,      -6.761901959,      -4.427604287,       -5.19224036,      -1.313970632,      -8.949528963
          0,           0,        3321,       -6.76215034,       -4.42781437,      -5.193085354,      -1.313975804,      -8.950362064
          0,           0,        3322,      -6.762119705,      -4.428035924,      -5.194030189,      -1.313992123,      -8.951195209
          0,           0,        3323,      -6.762366469,      -4.428242172,      -5.194903841,      -1.313997322,      -8.952028402
          0,           0,        3324,      -6.762334632,      -4.428460042,      -5.195875575,      -1.314013604,      -8.952861642
          0,           0,        3325,       -6.76257973,      -4.428662703,      -5.196773612,      -1.314018765,      -8.953694933
          0,           0,        3326,      -6.762546646,      -4.428877153,      -5.197767884,      -1.314034943,      -8.954528273
          0,           0,        3327,      -6.762790043,      -4.429076512,       -5.19868588,          -1.31404,      -8.955361666
          0,           0,        3328,      -6.762755687,      -4.429287844,      -5.199698299,      -1.314056005,      -8.956195111
          0,           0,        3329,      -6.762997355,      -4.429484216,      -5.200631844,       -1.31406089,      -8.957028612
          0,           0,        3330,      -6.762961695,      -4.429692759,      -5.201658058,      -1.314076653,      -8.957862166
          0,           0,        3331,      -6.763201603,      -4.429886487,      -5.202602814,      -1.314081297,      -8.958695779
          0,           0,        3332,      -6.763164617,      -4.430092586,      -5.203638388,      -1.314096747,      -8.959529448
          0,           0,        3333,       -6.76340275,      -4.430284025,      -5.204589921,      -1.314101083,      -8.960363178
          0,           0,        3334,      -6.763364427,      -4.430488056,      -5.205630778,      -1.314116154,      -8.961196966
          0,           0,        3335,      -6.763600775,      -4.430677591,      -5.206585224,      -1.314120117,      -8.962030817
          0,           0,        3336,      -6.763561115,      -4.430879938,      -5.207627528,      -1.314134742,      -8.962864729
          0,           0,        3337,      -6.763795687,      -4.431067963,       -5.20858107,      -1.314138268,      -8.963698706
          0,           0,        3338,      -6.763754707,      -4.431269027,      -5.209621099,      -1.314152386,      -8.964532745
          0,           0,        3339,       -6.76398752,      -4.431455948,      -5.210570136,      -1.314155413,      -8.965366851
          0,           0,        3340,      -6.763945242,      -4.431656139,      -5.211604441,      -1.314168966,      -8.966201022
          0,           0,        3341,       -6.76417632,      -4.431842367,      -5.212545672,      -1.314171441,      -8.967035261
          0,           0,        3342,      -6.764132775,      -4.432042093,      -5.213571123,      -1.314184375,      -8.967869567
          0,           0,        3343,      -6.764362151,      -4.432228032,      -5.214501568,      -1.314186248,      -8.968703943
          0,           0,        3344,      -6.764317382,      -4.432427693,      -5.215515322,      -1.314198519,      -8.969538387
          0,           0,        3345,      -6.764545103,       -4.43261374,       -5.21643226,      -1.314199748,      -8.970372904
          0,           0,        3346,      -6.764499162,      -4.432813725,      -5.217431713,      -1.314211317,      -8.971207489
          0,           0,        3347,      -6.764725282,       -4.43300026,      -5.218332647,      -1.314211866,      -8.972042147
          0,           0,        3348,      -6.764678233,       -4.43320094,      -5.219315394,      -1.314222703,      -8.972876876
          0,           0,        3349,      -6.764902816,      -4.433388322,      -5.220197993,      -1.314222546,      -8.973711679
          0,           0,        3350,      -6.764854731,      -4.433590044,      -5.221161765,      -1.314232629,      -8.974546554
          0,           0,        3351,      -6.765077852,      -4.433778605,      -5.222023841,      -1.314231747,      -8.975381504
          0,           0,        3352,      -6.765028813,      -4.433981687,      -5.222966485,      -1.314241063,      -8.976216527
          0,           0,        3353,      -6.765250556,      -4.434171728,      -5.223805929,      -1.314239447,      -8.977051625
          0,           0,        3354,      -6.765200654,      -4.434376456,      -5.224725341,      -1.314247994,      -8.977886797
          0,           0,        3355,      -6.765421108,      -4.434568243,       -5.22554006,      -1.314245643,      -8.978722046
